iata_code,type,name,latitude_deg,longitude_deg,elevation_ft,region_name,local_region
TRM,medium_airport,Jacqueline Cochran Regional Airport,33.62670135498,-116.16000366211,-115,California,CA
FCM,small_airport,Flying Cloud Airport,44.8272018433,-93.45709991460001,906,Minnesota,MN
FAY,medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,189,North Carolina,NC
SLN,medium_airport,Salina Municipal Airport,38.79100036621094,-97.6521987915039,1288,Kansas,KS
SPI,medium_airport,Abraham Lincoln Capital Airport,39.844101,-89.677902,598,Illinois,IL
SCK,medium_airport,Stockton Metropolitan Airport,37.894199371338,-121.2379989624,33,California,CA
SDM,medium_airport,Brown Field Municipal Airport,32.572639,-116.980019,526,California,CA
DSI,small_airport,Destin Executive Airport,30.400101,-86.471497,23,Florida,FL
CDW,small_airport,Essex County Airport,40.875198364300005,-74.2814025879,173,New Jersey,NJ
RBK,small_airport,French Valley Airport,33.5742,-117.127998,1350,California,CA
SUA,small_airport,Witham Field,27.18169975,-80.22109985,16,Florida,FL
BRO,medium_airport,Brownsville South Padre Island International Airport,25.90679931640625,-97.4259033203125,22,Texas,TX
COU,medium_airport,Columbia Regional Airport,38.8181,-92.219597,889,Missouri,MO
LYH,medium_airport,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,938,Virginia,VA
ORH,medium_airport,Worcester Regional Airport,42.2673,-71.875702,1009,Massachusetts,MA
YIP,medium_airport,Willow Run Airport,42.23789978,-83.53040314,716,Michigan,MI
MHR,medium_airport,Sacramento Mather Airport,38.553902,-121.297997,98,California,CA
IGM,medium_airport,Kingman Airport,35.259499,-113.938004,3449,Arizona,AZ
PTK,medium_airport,Oakland County International Airport,42.665500640869,-83.420097351074,980,Michigan,MI
DPA,medium_airport,Dupage Airport,41.90779877,-88.24859619,759,Illinois,IL
SSI,medium_airport,St Simons Island Airport,31.1518,-81.391296,19,Georgia,GA
DRO,small_airport,Durango La Plata County Airport,37.151501,-107.753998,6685,Colorado,CO
AUN,small_airport,Auburn Municipal Airport,38.95479965,-121.0820007,1539,California,CA
LZU,small_airport,Gwinnett County Briscoe Field,33.97809982,-83.96240234,1061,Georgia,GA
LEB,medium_airport,Lebanon Municipal Airport,43.626098632799994,-72.30419921880001,603,New Hampshire,NH
ROW,medium_airport,Roswell Air Center Airport,33.301601,-104.530998,3671,New Mexico,NM
TYR,medium_airport,Tyler Pounds Regional Airport,32.35409927368164,-95.40239715576172,544,Texas,TX
EEN,medium_airport,Dillant Hopkins Airport,42.898399,-72.270798,488,New Hampshire,NH
CNO,small_airport,Chino Airport,33.97470093,-117.637001,650,California,CA
LXV,small_airport,Lake County Airport,39.220298767100005,-106.317001343,9927,Colorado,CO
NOT,small_airport,Marin County Airport - Gnoss Field,38.143600463867,-122.55599975586,2,California,CA
VNC,small_airport,Venice Municipal Airport,27.071599960327,-82.440299987793,18,Florida,FL
HRL,medium_airport,Valley International Airport,26.228500366210938,-97.65440368652344,36,Texas,TX
MOT,medium_airport,Minot International Airport,48.2593994140625,-101.27999877929688,1716,North Dakota,ND
PSC,medium_airport,Tri Cities Airport,46.26470184326172,-119.11900329589844,410,Washington,WA
IPT,medium_airport,Williamsport Regional Airport,41.241798,-76.921097,529,Pennsylvania,PA
PVU,medium_airport,Provo-Utah Lake International Airport,40.2192,-111.723,4497,Utah,UT
BAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,Massachusetts,MA
JCI,small_airport,New Century AirCenter Airport,38.830898,-94.890297,1087,Kansas,KS
GIF,small_airport,Winter Haven Regional Airport - Gilbert Field,28.062901,-81.753304,145,Florida,FL
HLN,medium_airport,Helena Regional Airport,46.6068,-111.983002,3877,Montana,MT
LRD,medium_airport,Laredo International Airport,27.543800354003906,-99.46160125732422,508,Texas,TX
RDM,medium_airport,Roberts Field,44.2541008,-121.1500015,3080,Oregon,OR
MBS,medium_airport,MBS International Airport,43.532902,-84.079597,668,Michigan,MI
ILG,medium_airport,New Castle Airport,39.67869949,-75.60649872,80,Delaware,DE
PNE,medium_airport,Northeast Philadelphia Airport,40.081902,-75.010597,120,Pennsylvania,PA
MER,medium_airport,Castle Airport,37.38050079,-120.5680008,191,California,CA
TIX,medium_airport,Space Coast Regional Airport,28.514799118042,-80.799201965332,34,Florida,FL
BLH,medium_airport,Blythe Airport,33.6192016602,-114.717002869,399,California,CA
CGZ,small_airport,Casa Grande Municipal Airport,32.954899,-111.766998,1464,Arizona,AZ
LCI,small_airport,Laconia Municipal Airport,43.572701,-71.4189,545,New Hampshire,NH
HOT,medium_airport,Memorial Field Airport,34.4788,-93.096262,540,Arkansas,AR
GGG,medium_airport,East Texas Regional Airport,32.38399887084961,-94.71150207519531,365,Texas,TX
ECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,Florida,FL
GFL,medium_airport,Floyd Bennett Memorial Airport,43.3412017822,-73.6102981567,328,New York,NY
RAL,medium_airport,Riverside Municipal Airport,33.9519,-117.445,819,California,CA
HHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,California,CA
SGR,medium_airport,Sugar Land Regional Airport,29.622299194336,-95.65650177002,82,Texas,TX
LOU,medium_airport,Bowman Field,38.2280006409,-85.6636962891,546,Kentucky,KY
RBL,medium_airport,Red Bluff Municipal Airport,40.1506996155,-122.251998901,352,California,CA
RVS,medium_airport,Richard Lloyd Jones Jr Airport,36.039600372314,-95.984596252441,638,Oklahoma,OK
CIC,small_airport,Chico Regional Airport,39.795595,-121.857716,240,California,CA
PVC,small_airport,Provincetown Municipal Airport,42.0718994141,-70.2213973999,9,Massachusetts,MA
BGM,medium_airport,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636,New York,NY
LBE,medium_airport,Arnold Palmer Regional Airport,40.275902,-79.4048,1199,Pennsylvania,PA
MLU,medium_airport,Monroe Regional Airport,32.510899,-92.037697,79,Louisiana,LA
AGC,medium_airport,Allegheny County Airport,40.354401,-79.930199,1252,Pennsylvania,PA
SNS,medium_airport,Salinas Municipal Airport,36.662799835205,-121.60600280762,85,California,CA
MCC,medium_airport,McClellan Airfield,38.667599,-121.401001,77,California,CA
ASH,small_airport,Nashua Airport / Boire Field,42.7817,-71.514801,199,New Hampshire,NH
OJC,small_airport,Johnson County Executive Airport,38.84759903,-94.73760223,1096,Kansas,KS
ACV,medium_airport,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221,California,CA
EAU,medium_airport,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605469,913,Wisconsin,WI
LFT,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,42,Louisiana,LA
LBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,Nebraska,NE
SBY,medium_airport,Salisbury Ocean City Wicomico Regional Airport,38.34049987792969,-75.51029968261719,52,Maryland,MD
SUX,medium_airport,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,1098,Iowa,IA
STP,medium_airport,Saint Paul Downtown Holman Field,44.93479,-93.060036,705,Minnesota,MN
BHB,medium_airport,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83,Maine,ME
SHD,medium_airport,Shenandoah Valley Regional Airport,38.263802,-78.8964,1201,Virginia,VA
BWG,medium_airport,Bowling Green Warren County Regional Airport,36.964500427199994,-86.41970062259999,547,Kentucky,KY
WJF,medium_airport,General William J Fox Airfield,34.7411,-118.219002,2351,California,CA
OWD,medium_airport,Norwood Memorial Airport,42.1904983521,-71.1728973389,49,Massachusetts,MA
WWD,medium_airport,Cape May County Airport,39.008499145500004,-74.9083023071,23,New Jersey,NJ
JVL,small_airport,Southern Wisconsin Regional Airport,42.620300293,-89.0416030884,808,Wisconsin,WI
FNL,small_airport,Northern Colorado Regional Airport,40.448763,-105.011244,5016,Colorado,CO
PHK,small_airport,Palm Beach County Glades Airport,26.78499985,-80.69339752,16,Florida,FL
CSG,medium_airport,Columbus Metropolitan Airport,32.516300201416016,-84.93890380859375,397,Georgia,GA
EKO,medium_airport,Elko Regional Airport,40.82490158081055,-115.79199981689453,5140,Nevada,NV
MHK,medium_airport,Manhattan Regional Airport,39.14099884033203,-96.6707992553711,1057,Kansas,KS
MTJ,medium_airport,Montrose Regional Airport,38.5098,-107.893997,5759,Colorado,CO
IPL,medium_airport,Imperial County Airport,32.834201812699995,-115.57900238,-54,California,CA
BID,small_airport,Block Island State Airport,41.1680984497,-71.577796936,108,Rhode Island,RI
CNY,small_airport,Canyonlands Regional Airport,38.755001,-109.754997,4557,Utah,UT
BCT,small_airport,Boca Raton Airport,26.3784999847,-80.1076965332,13,Florida,FL
CPS,small_airport,St Louis Downtown Airport,38.570701599100005,-90.1561965942,413,Illinois,IL
MEV,small_airport,Minden-Tahoe Airport,39.00030136,-119.7509995,4722,Nevada,NV
PVF,small_airport,Placerville Airport,38.724201202393,-120.75299835205,2585,California,CA
LCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,744,Ohio,OH
AFW,medium_airport,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947,722,Texas,TX
GCK,medium_airport,Garden City Regional Airport,37.9275016785,-100.723999023,2891,Kansas,KS
SPS,medium_airport,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.9888,-98.491898,1019,Texas,TX
SBD,medium_airport,San Bernardino International Airport,34.095402,-117.235001,1159,California,CA
TCL,medium_airport,Tuscaloosa National Airport,33.2206,-87.611397,170,Alabama,AL
UKI,medium_airport,Ukiah Municipal Airport,39.125999,-123.200996,614,California,CA
BLD,medium_airport,Boulder City Municipal Airport,35.947498,-114.861,2201,Nevada,NV
GMU,medium_airport,Greenville Downtown Airport,34.847903,-82.350217,1048,South Carolina,SC
SSF,medium_airport,Stinson Municipal Airport,29.336999893188,-98.471099853516,577,Texas,TX
TOP,medium_airport,Philip Billard Municipal Airport,39.069899,-95.622606,881,Kansas,KS
VIS,medium_airport,Visalia Municipal Airport,36.318699,-119.392998,295,California,CA
MRK,small_airport,Marco Island Executive Airport,25.995001,-81.672501,5,Florida,FL
WLW,small_airport,Willows Glenn County Airport,39.51639938,-122.2180023,141,California,CA
CNM,medium_airport,Cavern City Air Terminal,32.337501525878906,-104.26300048828125,3295,New Mexico,NM
DBQ,medium_airport,Dubuque Regional Airport,42.402,-90.709503,1077,Iowa,IA
BRD,medium_airport,Brainerd Lakes Regional Airport,46.402861,-94.129727,1232,Minnesota,MN
USA,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,705,North Carolina,NC
MQT,medium_airport,Marquette/Sawyer International Airport,46.3536,-87.395401,1221,Michigan,MI
HUT,medium_airport,Hutchinson Municipal Airport,38.0654983521,-97.86060333250002,1543,Kansas,KS
PWT,medium_airport,Bremerton National Airport,47.490200042725,-122.76499938965,444,Washington,WA
LWM,medium_airport,Lawrence Municipal Airport,42.717201232899995,-71.1233978271,148,Massachusetts,MA
COE,medium_airport,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,2320,Idaho,ID
CON,medium_airport,Concord Municipal Airport,43.20270157,-71.50229645,342,New Hampshire,NH
DAG,medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,1930,California,CA
CRE,medium_airport,Grand Strand Airport,33.8116989136,-78.72389984130001,32,South Carolina,SC
HLI,small_airport,Hollister Municipal Airport,36.8932991028,-121.410003662,230,California,CA
OCN,small_airport,Oceanside Municipal Airport,33.217947,-117.351683,28,California,CA
PJB,small_airport,Payson Airport,34.256801605225,-111.33899688721,5157,Arizona,AZ
SPG,small_airport,Albert Whitted Airport,27.7651,-82.626999,7,Florida,FL
AEX,medium_airport,Alexandria International Airport,31.3274,-92.549797,89,Louisiana,LA
PAH,medium_airport,Barkley Regional Airport,37.06079864501953,-88.7738037109375,410,Kentucky,KY
RUT,medium_airport,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,787,Vermont,VT
CXO,medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,245,Texas,TX
TIW,medium_airport,Tacoma Narrows Airport,47.26789856,-122.5780029,294,Washington,WA
ENV,medium_airport,Wendover Airport,40.7187004089,-114.03099823,4237,Utah,UT
INW,medium_airport,Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,4941,Arizona,AZ
ARB,small_airport,Ann Arbor Municipal Airport,42.2229995728,-83.74559783939999,839,Michigan,MI
APV,small_airport,Apple Valley Airport,34.575298309299995,-117.185997009,3062,California,CA
DXR,small_airport,Danbury Municipal Airport,41.371498107899995,-73.48220062259999,458,Connecticut,CT
ESN,small_airport,Easton Airport / Newnam Field,38.804199,-76.069,72,Maryland,MD
EMT,small_airport,San Gabriel Valley Airport,34.086102,-118.035004,296,California,CA
FLD,small_airport,Fond du Lac County Airport,43.7711982727,-88.48840332030001,808,Wisconsin,WI
POC,small_airport,Brackett Field,34.091598510742,-117.78199768066,1011,California,CA
AVW,small_airport,Marana Regional Airport,32.409065,-111.216199,2031,Arizona,AZ
KTN,medium_airport,Ketchikan International Airport,55.35559845,-131.7140045,89,Alaska,AK
LMT,medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095,Oregon,OR
MEI,medium_airport,Key Field / Meridian Regional Airport,32.3326,-88.7519,297,Mississippi,MS
PIH,medium_airport,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,4452,Idaho,ID
RDG,medium_airport,Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,344,Pennsylvania,PA
YNG,medium_airport,Youngstown Warren Regional Airport,41.26070023,-80.67910004,1192,Ohio,OH
OLM,medium_airport,Olympia Regional Airport,46.9693985,-122.9029999,209,Washington,WA
INT,medium_airport,Smith Reynolds Airport,36.13370132446289,-80.22200012207031,969,North Carolina,NC
STJ,medium_airport,Rosecrans Memorial Airport,39.771900177002,-94.909698486328,826,Missouri,MO
ESD,small_airport,Orcas Island Airport,48.7081985474,-122.910003662,31,Washington,WA
MCD,small_airport,Mackinac Island Airport,45.86489868,-84.63729858,739,Michigan,MI
GKT,small_airport,Gatlinburg-Pigeon Forge Airport,35.85779953,-83.52870178219999,1014,Tennessee,TN
GRI,medium_airport,Central Nebraska Regional Airport,40.967498779296875,-98.30960083007812,1847,Nebraska,NE
PIR,medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,1744,South Dakota,SD
TWF,medium_airport,Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,4154,Idaho,ID
PUW,medium_airport,Pullman Moscow Regional Airport,46.7439,-117.110001,2556,Washington,WA
FOE,medium_airport,Topeka Regional Airport,38.950901,-95.663597,1078,Kansas,KS
MIE,medium_airport,Delaware County Johnson Field,40.242298,-85.395897,937,Indiana,IN
SWO,medium_airport,Stillwater Regional Airport,36.161201477051,-97.08570098877,1000,Oklahoma,OK
WYS,medium_airport,Yellowstone Airport,44.68840027,-111.1179962,6649,Montana,MT
FDY,medium_airport,Findlay Airport,41.013500213600004,-83.66870117190001,813,Ohio,OH
EFD,medium_airport,Ellington Airport,29.607299804700002,-95.1587982178,32,Texas,TX
LEE,medium_airport,Leesburg International Airport,28.82309914,-81.80870056,76,Florida,FL
CWA,medium_airport,Central Wisconsin Airport,44.7775993347,-89.6668014526,1277,Wisconsin,WI
GUF,small_airport,Jack Edwards National Airport,30.290501,-87.671799,17,Alabama,AL
ERV,small_airport,Kerrville / Kerr County Airport at Louis Schreiner Field,29.9767,-99.085701,1617,Texas,TX
MHV,small_airport,Mojave Airport,35.05939865,-118.1520004,2801,California,CA
MTP,small_airport,Montauk Airport,41.0765,-71.920797,6,New York,NY
OTK,small_airport,Tillamook Airport,45.4182014465,-123.814002991,36,Oregon,OR
HTS,medium_airport,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,828,West Virginia,WV
EWB,medium_airport,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,80,Massachusetts,MA
OTH,medium_airport,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,17,Oregon,OR
GYY,medium_airport,Gary Chicago International Airport,41.61629867553711,-87.41280364990234,591,Indiana,IN
BVY,medium_airport,Beverly Regional Airport,42.584202,-70.916496,107,Massachusetts,MA
MCE,medium_airport,Merced Regional Macready Field,37.28469849,-120.5139999,155,California,CA
HDN,small_airport,Yampa Valley Airport,40.481201,-107.218002,6606,Colorado,CO
ADM,small_airport,Ardmore Municipal Airport,34.30301,-97.0196342,777,Oklahoma,OK
AUO,small_airport,Auburn University Regional Airport,32.615101,-85.433998,777,Alabama,AL
UDD,small_airport,Bermuda Dunes Airport,33.748492,-116.275027,73,California,CA
BXS,small_airport,Borrego Valley Airport,33.2589988708,-116.320999146,520,California,CA
MVW,small_airport,Skagit Regional Airport,48.470901,-122.420998,144,Washington,WA
HTO,small_airport,Town of East Hampton Airport,40.959954,-72.25105,55,New York,NY
JEF,small_airport,Jefferson City Memorial Airport,38.5912017822,-92.15609741210001,549,Missouri,MO
CKE,small_airport,Lampson Field,38.9906005859,-122.901000977,1379,California,CA
LWC,small_airport,Lawrence Municipal Airport,39.01119995,-95.21659851,833,Kansas,KS
RMY,small_airport,Mariposa Yosemite Airport,37.5108985901,-120.040000916,2254,California,CA
OBE,small_airport,Okeechobee County Airport,27.262800216699997,-80.8498001099,34,Florida,FL
PPM,small_airport,Pompano Beach Airpark,26.247100830078,-80.111099243164,19,Florida,FL
SFM,small_airport,Sanford Seacoast Regional Airport,43.393901824951,-70.708000183105,244,Maine,ME
BQK,medium_airport,Brunswick Golden Isles Airport,31.258800506591797,-81.46649932861328,26,Georgia,GA
DHN,medium_airport,Dothan Regional Airport,31.321300506591797,-85.44960021972656,401,Alabama,AL
PLN,medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721,Michigan,MI
RKS,medium_airport,Southwest Wyoming Regional Airport,41.5942,-109.065001,6764,Wyoming,WY
TXK,medium_airport,Texarkana Regional Airport (Webb Field),33.453701,-93.990997,390,Arkansas,AR
ALO,medium_airport,Waterloo Regional Airport,42.557098388671875,-92.40029907226562,873,Iowa,IA
MFD,medium_airport,Mansfield Lahm Regional Airport,40.82139968869999,-82.5166015625,1297,Ohio,OH
AST,medium_airport,Astoria Regional Airport,46.158000946,-123.878997803,15,Oregon,OR
LWB,medium_airport,Greenbrier Valley Airport,37.8582992554,-80.3994979858,2302,West Virginia,WV
TTD,medium_airport,Portland Troutdale Airport,45.54940032959,-122.40100097656,39,Oregon,OR
WBU,small_airport,Boulder Municipal Airport,40.0393981934,-105.225997925,5288,Colorado,CO
DTH,small_airport,Furnace Creek Airport,36.463799,-116.880997,-210,California,CA
HMT,small_airport,Hemet Ryan Airport,33.7340011597,-117.023002625,1512,California,CA
MGJ,small_airport,Orange County Airport,41.50999832,-74.26460266,364,New York,NY
ADW,large_airport,Joint Base Andrews,38.810799,-76.866997,280,Maryland,MD
ABR,medium_airport,Aberdeen Regional Airport,45.449100494384766,-98.42179870605469,1302,South Dakota,SD
BPT,medium_airport,Jack Brooks Regional Airport,29.9508,-94.020699,15,Texas,TX
CGI,medium_airport,Cape Girardeau Regional Airport,37.2253,-89.570801,342,Missouri,MO
FLO,medium_airport,Florence Regional Airport,34.18539810180664,-79.7238998413086,146,South Carolina,SC
JLN,medium_airport,Joplin Regional Airport,37.151798,-94.498299,981,Missouri,MO
OWB,medium_airport,Owensboro Daviess County Airport,37.74010086,-87.16680145,407,Kentucky,KY
STC,medium_airport,Saint Cloud Regional Airport,45.5466,-94.059898,1031,Minnesota,MN
MTN,medium_airport,Martin State Airport,39.325699,-76.413803,21,Maryland,MD
LWS,medium_airport,Lewiston Nez Perce County Airport,46.3745002746582,-117.01499938964844,1442,Idaho,ID
LAF,medium_airport,Purdue University Airport,40.4123,-86.936897,606,Indiana,IN
HGR,medium_airport,Hagerstown Regional Richard A Henson Field,39.707901,-77.72949982,703,Maryland,MD
MRI,medium_airport,Merrill Field,61.2135009765625,-149.843994140625,137,Alaska,AK
BCE,medium_airport,Bryce Canyon Airport,37.706401825,-112.144996643,7590,Utah,UT
FMN,medium_airport,Four Corners Regional Airport,36.741199,-108.230003,5506,New Mexico,NM
ENW,medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,742,Wisconsin,WI
EED,medium_airport,Needles Airport,34.7663002014,-114.623001099,983,California,CA
TEX,small_airport,Telluride Regional Airport,37.9538,-107.907997,9070,Colorado,CO
BLM,small_airport,Monmouth Executive Airport,40.18690109,-74.12490082,153,New Jersey,NJ
HWO,small_airport,North Perry Airport,26.0012,-80.2407,8,Florida,FL
IMM,small_airport,Immokalee Regional Airport,26.427933,-81.403531,37,Florida,FL
MMH,small_airport,Mammoth Yosemite Airport,37.62409973,-118.8379974,7135,California,CA
SZP,small_airport,Santa Paula Airport,34.34719849,-119.060997,243,California,CA
SLR,small_airport,Sulphur Springs Municipal Airport,33.159801483154,-95.621101379395,489,Texas,TX
LCH,medium_airport,Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,15,Louisiana,LA
LAR,medium_airport,Laramie Regional Airport,41.31209945678711,-105.67500305175781,7284,Wyoming,WY
MSL,medium_airport,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,Alabama,AL
ART,medium_airport,Watertown International Airport,43.991901,-76.021698,325,New York,NY
BMG,medium_airport,Monroe County Airport,39.145999908447266,-86.61669921875,846,Indiana,IN
SGH,medium_airport,Springfield-Beckley Municipal Airport,39.840301513672,-83.840202331543,1051,Ohio,OH
MCW,medium_airport,Mason City Municipal Airport,43.157799,-93.331299,1213,Iowa,IA
IKK,medium_airport,Greater Kankakee Airport,41.07139968869999,-87.8462982178,630,Illinois,IL
WST,small_airport,Westerly State Airport,41.3496017456,-71.8033981323,81,Rhode Island,RI
CSN,small_airport,Carson Airport,39.1922,-119.734001,4697,Nevada,NV
CLS,small_airport,Chehalis Centralia Airport,46.676998138399995,-122.983001709,176,Washington,WA
GLE,small_airport,Gainesville Municipal Airport,33.651401519800004,-97.1969985962,845,Texas,TX
GVL,small_airport,Lee Gilmer Memorial Airport,34.27259827,-83.8302002,1276,Georgia,GA
GXY,small_airport,Greeley–Weld County Airport,40.4374008179,-104.633003235,4697,Colorado,CO
HCC,small_airport,Columbia County Airport,42.2913017273,-73.7102966309,198,New York,NY
OUN,small_airport,University of Oklahoma Westheimer Airport,35.2456,-97.472099,1182,Oklahoma,OK
SQA,small_airport,Santa Ynez Airport,34.60680008,-120.0759964,674,California,CA
FOK,small_airport,Francis S Gabreski Airport,40.8437004089,-72.6317977905,67,New York,NY
ABY,medium_airport,Southwest Georgia Regional Airport,31.532946,-84.196215,197,Georgia,GA
CLM,medium_airport,William R Fairchild International Airport,48.120201110839844,-123.5,291,Washington,WA
SKF,medium_airport,Lackland Air Force Base,29.38419914,-98.58110046,691,Texas,TX
GCC,medium_airport,Northeast Wyoming Regional Airport,44.3489,-105.539001,4365,Wyoming,WY
SUN,medium_airport,Friedman Memorial Airport,43.50439835,-114.2959976,5318,Idaho,ID
HKY,medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,1190,North Carolina,NC
SFF,medium_airport,Felts Field,47.682899,-117.321925,1953,Washington,WA
MQY,medium_airport,Smyrna Airport,36.0089988708,-86.5201034546,543,Tennessee,TN
AND,medium_airport,Anderson Regional Airport,34.4945983887,-82.70939636230001,782,South Carolina,SC
OLS,medium_airport,Nogales International Airport,31.4177,-110.848,3955,Arizona,AZ
PNC,medium_airport,Ponca City Regional Airport,36.73199844,-97.09980011,1008,Oklahoma,OK
TPH,medium_airport,Tonopah Airport,38.06019974,-117.086998,5430,Nevada,NV
BOW,small_airport,Bartow Executive Airport,27.943399,-81.783401,125,Florida,FL
BWD,small_airport,Brownwood Regional Airport,31.793600082399998,-98.9564971924,1387,Texas,TX
GAI,small_airport,Montgomery County Airpark,39.168301,-77.166,539,Maryland,MD
GED,small_airport,Delaware Coastal Airport,38.689201,-75.358902,53,Delaware,DE
IOW,small_airport,Iowa City Municipal Airport,41.639198303200004,-91.5465011597,668,Iowa,IA
MEO,small_airport,Dare County Regional Airport,35.91899872,-75.69550323,13,North Carolina,NC
OXC,small_airport,Waterbury Oxford Airport,41.47859954834,-73.135200500488,726,Connecticut,CT
WHP,small_airport,Whiteman Airport,34.2593,-118.413002,1003,California,CA
SFZ,small_airport,North Central State Airport,41.9207992554,-71.49140167239999,441,Rhode Island,RI
PHN,small_airport,St Clair County International Airport,42.9109993,-82.52890015,650,Michigan,MI
DTN,small_airport,Shreveport Downtown Airport,32.5401992798,-93.7450027466,179,Louisiana,LA
MMN,small_airport,Minute Man Air Field,42.460298,-71.519031,268,Massachusetts,MA
MGW,medium_airport,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,1248,West Virginia,WV
TUP,medium_airport,Tupelo Regional Airport,34.26810073852539,-88.7698974609375,346,Mississippi,MS
YKM,medium_airport,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,1099,Washington,WA
MKG,medium_airport,Muskegon County Airport,43.169498,-86.238197,629,Michigan,MI
SLE,medium_airport,Salem Municipal Airport/McNary Field,44.9095,-123.002998,214,Oregon,OR
CVO,medium_airport,Corvallis Municipal Airport,44.49720001,-123.2900009,250,Oregon,OR
BIH,medium_airport,Eastern Sierra Regional Airport,37.3731002808,-118.363998413,4124,California,CA
AHM,small_airport,Ashland Municipal Airport-Sumner Parker Field,42.190265,-122.660648,1885,Oregon,OR
CXL,small_airport,Calexico International Airport,32.6694984436,-115.513000488,4,California,CA
CEU,small_airport,Oconee County Regional Airport,34.6719017,-82.8864975,892,South Carolina,SC
EMP,small_airport,Emporia Municipal Airport,38.3320999146,-96.19120025630001,1208,Kansas,KS
LSN,small_airport,Los Banos Municipal Airport,37.06290054,-120.8690033,121,California,CA
ODC,small_airport,Oakdale Airport,37.75630188,-120.8000031,237,California,CA
PYM,small_airport,Plymouth Municipal Airport,41.909,-70.728798,148,Massachusetts,MA
DUJ,medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,1817,Pennsylvania,PA
IRK,medium_airport,Kirksville Regional Airport,40.09349822998047,-92.5448989868164,966,Missouri,MO
MCN,medium_airport,Middle Georgia Regional Airport,32.69279861450195,-83.64920043945312,354,Georgia,GA
EWN,medium_airport,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,18,North Carolina,NC
PBG,medium_airport,Plattsburgh International Airport,44.650901794433594,-73.46810150146484,234,New York,NY
BFF,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,Nebraska,NE
SIT,medium_airport,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171875,21,Alaska,AK
HUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589,Indiana,IN
JXN,medium_airport,Jackson County Airport/Reynolds Field,42.260509,-84.463019,1001,Michigan,MI
TPL,medium_airport,Draughon Miller Central Texas Regional Airport,31.15250015258789,-97.40779876708984,682,Texas,TX
MYV,medium_airport,Yuba County Airport,39.09780121,-121.5699997,64,California,CA
BFM,medium_airport,Mobile Downtown Airport,30.626800537100003,-88.06809997559999,26,Alabama,AL
SCH,medium_airport,Schenectady County Airport,42.852500915527,-73.928901672363,378,New York,NY
VPZ,medium_airport,Porter County Municipal Airport,41.45399857,-87.00710297,770,Indiana,IN
DRT,medium_airport,Del Rio International Airport,29.3742008209,-100.927001953,1002,Texas,TX
GLD,medium_airport,Goodland Municipal Airport,39.370701,-101.699753,3656,Kansas,KS
HYS,medium_airport,Hays Regional Airport,38.84220123,-99.27320099,1999,Kansas,KS
HTV,medium_airport,Huntsville Regional Airport,30.7469005585,-95.5871963501,363,Texas,TX
ISO,medium_airport,Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540001,93,North Carolina,NC
